"election","election_date","locality","precinct","district","district_type","provisional_ballots","absentee_ballots","in_person_ballots","in_person_curbside_ballots","TotalVoteTurnout","ActiveRegisteredVoters","InactiveRegisteredVoters","TotalRegisteredVoters"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","1645","0","0","1645","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","1676","0","0","1676","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","1776","0","0","1776","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","1857","0","0","1857","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","1916","0","0","1916","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","1918","0","0","1918","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","2082","0","0","2082","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","2144","0","0","2144","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","2260","0","0","2260","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","2452","0","0","2452","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","2491","0","0","2491","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","2607","0","0","2607","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","2735","0","0","2735","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","2767","0","0","2767","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","2844","0","0","2844","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","3673","0","0","3673","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","4828","0","0","4828","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","5157","0","0","5157","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","5556","0","0","5556","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","29309","0","277","29309","0","0","0"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","104 - CHAPEL","00","Local","3","0","1263","2","1266","2425","57","2482"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","105 - FAIRVIEW","00","Local","3","0","2050","25","2053","4767","165","4932"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","106 - HERITAGE","00","Local","1","0","1151","11","1152","3805","209","4013"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","108 - KINGS PARK","00","Local","1","0","1118","6","1119","2406","80","2485"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","109 - LITTLE RUN","00","Local","2","0","593","11","595","1278","38","1315"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","110 - NORTH SPRINGFIELD","00","Local","1","0","1697","19","1698","4280","176","4455"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","113 - CANTERBURY","00","Local","0","0","1975","8","1975","4110","121","4231"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","114 - OLDE CREEK","00","Local","0","0","994","5","994","2147","71","2218"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","115 - RAVENSWORTH","00","Local","2","0","822","1","824","1813","51","1864"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","116 - WAKEFIELD","00","Local","3","0","1204","5","1207","2280","77","2357"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","117 - WOODSON","00","Local","3","0","1223","15","1226","3014","110","3124"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","118 - LAKE BRADDOCK","00","Local","9","0","1539","9","1548","4226","128","4354"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","119 - LAUREL","00","Local","1","0","1773","4","1774","4164","153","4317"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","120 - SIDEBURN","00","Local","2","0","1531","6","1533","3156","76","3231"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","121 - VILLA","00","Local","3","0","829","2","832","2104","73","2177"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","123 - ROBINSON","00","Local","1","0","1686","18","1687","4299","174","4473"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","125 - SIGNAL HILL","00","Local","1","0","1393","4","1394","3191","94","3283"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","126 - BONNIE BRAE","00","Local","1","0","1069","5","1070","2430","79","2509"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","127 - BURKE CENTRE","00","Local","2","0","1789","12","1791","4581","175","4756"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","128 - CARDINAL","00","Local","1","0","1010","7","1011","2357","104","2460"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","129 - KEENE MILL","00","Local","1","0","814","4","815","1723","43","1766"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","130 - TERRA CENTRE","00","Local","1","0","1101","8","1102","2440","88","2528"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","131 - EAGLE VIEW","00","Local","2","0","1291","16","1293","3776","187","3962"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","132 - MONUMENT","00","Local","6","0","1271","0","1277","4817","314","5131"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","133 - DANBURY","00","Local","1","0","314","1","315","699","32","731"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","134 - UNIVERSITY","00","Local","47","0","612","0","659","3291","387","3676"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","201 - Armstrong","00","Local","2","0","1492","2","1494","3795","198","3993"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","202 - FLINT HILL","00","Local","0","0","1384","5","1384","3022","60","3081"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","203 - FLORIS","00","Local","1","0","1586","1","1587","3812","99","3910"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","204 - MADISON","00","Local","0","0","307","3","307","934","42","976"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","208 - RESTON #1","00","Local","5","0","1422","3","1427","4077","272","4349"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","209 - RESTON #2","00","Local","3","0","1380","17","1383","3374","171","3545"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","213 - VIENNA #1","00","Local","5","0","1705","4","1710","4125","149","4274"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","214 - VIENNA #2","00","Local","4","0","1281","7","1285","3261","94","3354"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","216 - VIENNA #4","00","Local","0","0","637","3","637","1558","68","1626"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","218 - VIENNA #6","00","Local","0","0","919","5","919","2298","84","2380"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","219 - WESTBRIAR","00","Local","7","0","1580","2","1587","3681","134","3815"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","220 - DOGWOOD","00","Local","3","0","1608","9","1611","4284","184","4468"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","221 - HUNTERS WOODS","00","Local","1","0","1369","13","1370","2760","74","2834"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","222 - RESTON #3","00","Local","0","0","966","2","966","2204","96","2299"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","223 - GLADE","00","Local","5","0","1735","3","1740","3855","132","3986"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","224 - SOUTH LAKES","00","Local","2","0","2142","14","2144","4879","210","5089"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","225 - HUGHES","00","Local","0","0","1481","5","1481","3996","260","4254"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","226 - WOLFTRAP","00","Local","0","0","1644","7","1644","3549","93","3642"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","227 - SUNRISE VALLEY","00","Local","1","0","792","2","793","1824","45","1869"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","229 - FOX MILL","00","Local","3","0","2072","6","2075","4605","137","4742"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","233 - NORTH POINT","00","Local","2","0","1455","5","1457","3526","90","3616"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","234 - ALDRIN","00","Local","1","0","1195","2","1196","2845","160","3005"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","235 - FRYING PAN","00","Local","2","0","1071","5","1073","3012","115","3126"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","236 - STUART","00","Local","0","0","643","2","643","1336","44","1380"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","237 - MCNAIR","00","Local","2","0","1031","12","1033","3616","268","3883"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","238 - CAMERON GLEN","00","Local","8","0","1243","5","1251","4219","253","4472"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","240 - COLVIN","00","Local","2","0","1083","5","1085","2561","65","2626"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","301 - CHAIN BRIDGE","00","Local","1","0","1332","9","1333","3666","134","3800"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","302 - CHESTERBROOK","00","Local","5","0","1178","4","1183","2697","73","2770"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","303 - CHURCHILL","00","Local","0","0","697","1","697","1547","43","1590"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","304 - COOPER","00","Local","1","0","842","6","843","2346","92","2437"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","305 - EL NIDO","00","Local","0","0","1036","5","1036","2363","82","2445"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","306 - GREAT FALLS","00","Local","1","0","989","4","990","2117","61","2178"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","307 - HAYCOCK","00","Local","3","0","1142","4","1145","2456","82","2538"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","309 - KENMORE","00","Local","4","0","1521","3","1525","3929","103","4031"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","310 - KIRBY","00","Local","0","0","901","1","901","2161","76","2236"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","311 - LANGLEY","00","Local","4","0","879","6","883","2209","68","2277"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","312 - LONGFELLOW","00","Local","2","0","1073","15","1075","2627","90","2717"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","314 - MCLEAN","00","Local","2","0","1032","8","1034","2703","75","2778"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","315 - PIMMIT","00","Local","1","0","1261","6","1262","3331","156","3487"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","316 - SALONA #1","00","Local","1","0","417","5","418","992","38","1030"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","317 - WESTHAMPTON","00","Local","4","0","956","1","960","2318","64","2380"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","318 - WESTMORELAND","00","Local","0","0","609","5","609","1475","55","1530"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","319 - HERNDON #1","00","Local","5","0","1611","6","1616","3992","162","4152"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","320 - HERNDON #2","00","Local","2","0","1549","6","1551","4251","204","4455"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","321 - CLEARVIEW","00","Local","1","0","1720","25","1721","4101","145","4246"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","322 - FORESTVILLE","00","Local","2","0","1534","2","1536","3264","118","3382"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","323 - SHOUSE","00","Local","0","0","1057","0","1057","2295","68","2363"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","324 - HERNDON #3","00","Local","0","0","1320","7","1320","3867","240","4106"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","325 - HUTCHISON","00","Local","2","0","730","3","732","2448","175","2623"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","327 - SUGARLAND","00","Local","1","0","1534","1","1535","3580","120","3700"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","328 - HICKORY","00","Local","2","0","1515","3","1517","3358","93","3451"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","329 - SENECA","00","Local","4","0","1676","6","1680","3480","112","3592"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","331 - SPRING HILL","00","Local","3","0","970","8","973","2287","79","2366"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","332 - COATES","00","Local","3","0","1124","1","1127","4178","413","4591"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","333 - SALONA #2","00","Local","2","0","722","3","724","1763","54","1817"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","401 - BUSH HILL","00","Local","2","0","1481","5","1483","3416","136","3551"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","402 - CAMERON","00","Local","1","0","448","0","449","1155","76","1231"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","403 - FORESTDALE","00","Local","0","0","532","3","532","1401","71","1472"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","404 - FRANCONIA","00","Local","1","0","1249","0","1250","3879","185","4064"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","405 - GROVETON","00","Local","0","0","643","5","643","2128","161","2289"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","406 - HAYFIELD","00","Local","3","0","1108","5","1111","2370","79","2449"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","408 - MOUNT EAGLE","00","Local","2","0","990","1","992","2703","244","2946"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","409 - PIONEER","00","Local","6","0","1324","14","1330","4020","171","4190"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","410 - ROSE HILL","00","Local","1","0","251","1","252","4617","208","4825"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","410 - ROSE HILL","00","Local","1","0","1401","12","1402","4617","208","4825"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","411 - VIRGINIA HILLS","00","Local","1","0","344","3","345","2431","102","2533"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","411 - VIRGINIA HILLS","00","Local","1","0","570","0","571","2431","102","2533"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","413 - FAIRFIELD","00","Local","0","0","712","4","712","2632","181","2812"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","415 - CRESTWOOD","00","Local","0","0","1008","11","1008","2723","89","2809"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","417 - GARFIELD","00","Local","2","0","1251","3","1253","3896","172","4065"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","418 - LYNBROOK","00","Local","1","0","678","4","679","2143","78","2221"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","419 - LANE","00","Local","2","0","453","4","455","3556","160","3716"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","419 - LANE","00","Local","2","0","809","0","811","3556","160","3716"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","420 - VILLAGES","00","Local","3","0","1537","0","1540","4396","228","4622"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","421 - KINGSTOWNE","00","Local","3","0","1236","9","1239","3839","246","4084"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","422 - VAN DORN","00","Local","1","0","1382","8","1383","3899","242","4140"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","423 - CLERMONT","00","Local","1","0","1112","5","1113","2700","90","2790"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","424 - HUNTLEY","00","Local","0","0","1181","1","1181","2676","107","2783"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","426 - GREENSPRING","00","Local","3","0","1119","2","1122","1832","22","1853"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","427 - ISLAND CREEK","00","Local","1","0","1057","5","1058","2628","116","2744"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","428 - PINEWOOD","00","Local","3","0","1043","10","1046","3346","194","3539"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","429 - HYBLA VALLEY","00","Local","3","0","940","4","943","3484","249","3732"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","501 - BAILEYS","00","Local","1","0","422","0","423","3568","183","3751"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","501 - BAILEYS","00","Local","1","0","873","1","874","3568","183","3751"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","502 - BARCROFT","00","Local","1","0","684","6","685","1375","41","1416"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","503 - BELVEDERE","00","Local","2","0","799","0","801","1690","47","1737"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","504 - BRISTOW","00","Local","2","0","836","0","838","2690","113","2803"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","505 - GLEN FOREST","00","Local","2","0","1017","1","1019","2974","133","3107"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","506 - HOLMES #1","00","Local","2","0","201","0","203","705","43","748"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","507 - LINCOLNIA","00","Local","3","0","1212","9","1215","3521","223","3743"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","508 - MASONVILLE","00","Local","1","0","1268","6","1269","2962","80","3042"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","509 - PLAZA","00","Local","0","0","437","0","437","1073","43","1116"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","510 - PARKLAWN","00","Local","0","0","890","7","890","2278","69","2347"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","511 - RAVENWOOD","00","Local","3","0","1210","1","1213","2573","70","2643"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","512 - SLEEPY HOLLOW","00","Local","1","0","652","1","653","1518","51","1569"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","513 - SAINT ALBANS","00","Local","3","0","1069","3","1072","2557","79","2636"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","514 - CROSSROADS","00","Local","2","0","485","0","487","1258","70","1327"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","515 - WESTLAWN","00","Local","0","0","619","0","619","1721","94","1815"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","516 - WEYANOKE","00","Local","1","0","522","3","523","3220","220","3440"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","516 - WEYANOKE","00","Local","1","0","537","3","538","3220","220","3440"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","517 - WILLSTON","00","Local","2","0","619","0","621","2006","106","2112"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","518 - COLUMBIA","00","Local","7","0","1002","2","1009","3073","125","3198"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","519 - HUMMER","00","Local","3","0","742","15","745","2084","70","2153"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","520 - SKYLINE","00","Local","0","0","866","5","866","2841","160","3001"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","521 - BROOK HILL","00","Local","1","0","775","4","776","2322","81","2403"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","522 - CAMELOT","00","Local","0","0","171","1","171","1442","47","1488"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","522 - CAMELOT","00","Local","0","0","561","1","561","1442","47","1488"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","523 - POE","00","Local","3","0","1030","7","1033","2783","112","2895"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","525 - WALNUT HILL","00","Local","2","0","1263","5","1265","3590","187","3776"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","526 - BREN MAR","00","Local","3","0","1278","6","1281","3571","239","3807"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","527 - EDSALL","00","Local","2","0","861","5","863","2205","74","2279"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","528 - RIDGELEA","00","Local","0","0","625","3","625","1281","51","1331"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","530 - HOLMES #2","00","Local","1","0","692","3","693","1925","92","2016"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","601 - BELLE HAVEN","00","Local","2","0","874","4","876","2308","88","2396"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","602 - BELLEVIEW","00","Local","1","0","945","1","946","2370","141","2511"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","604 - BUCKNELL","00","Local","3","0","1300","6","1303","3975","332","4306"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","605 - FORT HUNT","00","Local","1","0","1104","3","1105","2438","70","2506"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","606 - HOLLIN HALL","00","Local","3","0","547","2","550","2704","90","2794"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","606 - HOLLIN HALL","00","Local","3","0","750","1","753","2704","90","2794"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","607 - HUNTINGTON","00","Local","0","0","1375","3","1375","4187","366","4553"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","608 - KIRKSIDE","00","Local","4","0","950","2","954","2106","70","2176"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","609 - MARLAN","00","Local","6","0","1025","2","1031","2297","88","2385"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","610 - SHERWOOD","00","Local","0","0","845","12","845","2287","82","2368"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","611 - STRATFORD","00","Local","0","0","1444","6","1444","2984","100","3083"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","612 - WAYNEWOOD","00","Local","1","0","700","3","701","1363","61","1424"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","613 - WESTGATE","00","Local","3","0","1633","5","1636","4176","346","4521"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","614 - RIVERSIDE","00","Local","3","0","1012","9","1015","2150","64","2214"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","615 - WOODLEY","00","Local","1","0","288","0","289","3091","160","3251"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","615 - WOODLEY","00","Local","1","0","913","8","914","3091","160","3251"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","616 - GUNSTON","00","Local","2","0","1068","2","1070","2576","108","2684"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","617 - LORTON","00","Local","3","0","0","0","3","2547","126","2673"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","617 - LORTON","00","Local","3","0","806","1","809","2547","126","2673"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","618 - NEWINGTON","00","Local","3","0","2258","4","2261","5167","210","5376"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","619 - BELVOIR","00","Local","0","0","1278","25","1278","3845","154","3999"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","621 - GROSVENOR","00","Local","0","0","733","0","733","2596","295","2891"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","622 - LORTON STATION","00","Local","0","0","1235","5","1235","3906","244","4147"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","623 - ALBAN","00","Local","0","0","1147","5","1147","3057","143","3199"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","626 - SARATOGA","00","Local","2","0","1499","23","1501","3641","156","3796"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","627 - WOODLAWN","00","Local","5","0","1353","3","1358","4459","335","4792"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","628 - LAUREL HILL","00","Local","1","0","1584","2","1585","4497","234","4731"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","629 - SOUTH COUNTY","00","Local","2","0","1381","1","1383","3434","145","3578"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","630- ARMY","00","Local","0","0","288","0","288","721","40","761"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","701 - BLAKE","00","Local","6","0","1583","4","1589","4776","213","4989"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","703 - FORT BUFFALO","00","Local","3","0","704","1","707","2162","141","2303"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","704 - FREEDOM HILL","00","Local","4","0","922","0","926","2377","77","2454"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","705 - GRAHAM - GREENWAY","00","Local","0","0","1444","12","1444","3584","145","3729"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","707 - MANTUA","00","Local","2","0","1074","16","1076","2318","63","2381"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","708 - MARSHALL","00","Local","7","0","1755","11","1762","5008","276","5284"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","709 - MOSBY","00","Local","4","0","1251","6","1255","3689","196","3885"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","710 - PINE SPRING","00","Local","2","0","933","2","935","2343","105","2448"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","711 - PRICE","00","Local","0","0","912","1","912","2088","114","2202"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","712 - SHREVE","00","Local","0","0","657","1","657","1436","42","1476"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","713 - TIMBER LANE","00","Local","2","0","1170","3","1172","3331","117","3447"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","714 - WALKER","00","Local","1","0","1212","4","1213","3639","125","3764"
"2019 November General","2019-11-05 00:00:00","FAIRFAX COUNTY","717 - WOODBURN","00","Local","1","0","800","5","801","1973","104","2075"
